Auto-Generated Report (Modified K-Means Algorithm with three clusters)
Total Records: 56531
Total Clusters: 3
Most-Relevant: 31808(56.27%)
Relevant: 4119(7.29%)
Irrelevant: 20604(36.45%)
Total Iteration: 11
Time taken: 1.14 seconds

-----------------------------------------------------------
Cluster 	| RanK 			| Channel Name
Irrelevant 		|27/10/2016			| Mastercard
Irrelevant 		|21/12/2016			| Debit Mastercard
Irrelevant 		|16/10/2016			| In Store
Irrelevant 		|16/12/2016			| Paypal
Irrelevant 		|19/10/2016			| Debit Mastercard
Irrelevant 		|16/12/2016			| Debit Visa
Irrelevant 		|03/12/2016			| Cash
Irrelevant 		|01/11/2016			| In Store
Irrelevant 		|19/12/2016			| Debit Visa
Irrelevant 		|18/12/2016			| Debit Mastercard
Irrelevant 		|09/12/2016			| Mastercard
Irrelevant 		|13/12/2016			| Visa
Irrelevant 		|27/10/2016			| Visa
Irrelevant 		|05/11/2016			| Paypal
Irrelevant 		|12/11/2016			| Cash
Irrelevant 		|02/10/2016			| Mastercard
Irrelevant 		|10/10/2016			| In Store
Irrelevant 		|23/12/2016			| Cash
Irrelevant 		|10/11/2016			| Debit Visa
Irrelevant 		|20/12/2016			| Debit Mastercard
Irrelevant 		|07/11/2016			| Cash
Irrelevant 		|18/11/2016			| Mastercard
Irrelevant 		|18/10/2016			| Mastercard
Irrelevant 		|17/10/2016			| Mastercard
Irrelevant 		|22/11/2016			| In Store
Irrelevant 		|07/11/2016			| Visa
Irrelevant 		|09/11/2016			| Debit Mastercard
Irrelevant 		|23/12/2016			| Debit Mastercard
Irrelevant 		|22/11/2016			| Mastercard
Irrelevant 		|10/12/2016			| Paypal
Irrelevant 		|20/11/2016			| Visa
Irrelevant 		|15/10/2016			| In Store
Irrelevant 		|10/11/2016			| Cash
Irrelevant 		|28/10/2016			| Visa
Irrelevant 		|25/10/2016			| Cash
Irrelevant 		|21/11/2016			| Visa
Irrelevant 		|06/11/2016			| Visa
Irrelevant 		|14/11/2016			| Paypal
Irrelevant 		|20/12/2016			| Visa
Irrelevant 		|10/10/2016			| Mastercard
Irrelevant 		|02/12/2016			| Visa
Irrelevant 		|06/10/2016			| Cash
Irrelevant 		|02/11/2016			| Debit Mastercard
Irrelevant 		|23/12/2016			| Paypal
Irrelevant 		|25/11/2016			| Debit Visa
Irrelevant 		|27/10/2016			| Visa
Irrelevant 		|18/12/2016			| Visa
Irrelevant 		|20/12/2016			| Visa
Irrelevant 		|06/12/2016			| Mastercard
Irrelevant 		|12/10/2016			| Mastercard
Irrelevant 		|14/11/2016			| Visa
Irrelevant 		|05/12/2016			| Mastercard
Irrelevant 		|20/11/2016			| Debit Visa
Irrelevant 		|20/10/2016			| Visa
Irrelevant 		|10/11/2016			| American Express
Irrelevant 		|04/10/2016			| In Store
Irrelevant 		|19/11/2016			| Mastercard
Irrelevant 		|18/10/2016			| Mastercard
Irrelevant 		|13/12/2016			| Debit Visa
Irrelevant 		|08/12/2016			| Debit Visa
Irrelevant 		|30/10/2016			| Visa
Irrelevant 		|09/11/2016			| Cash
Irrelevant 		|30/11/2016			| Visa
Irrelevant 		|08/12/2016			| Mastercard
Irrelevant 		|05/11/2016			| Debit Mastercard
Irrelevant 		|10/11/2016			| Mastercard
Irrelevant 		|23/11/2016			| Debit Mastercard
Irrelevant 		|29/10/2016			| In Store
Irrelevant 		|27/10/2016			| Visa
Irrelevant 		|10/12/2016			| Visa
Irrelevant 		|20/10/2016			| In Store
Irrelevant 		|31/10/2016			| Paypal
Irrelevant 		|27/10/2016			| Visa
Irrelevant 		|27/11/2016			| Mastercard
Irrelevant 		|02/10/2016			| Cash
Irrelevant 		|18/10/2016			| Mastercard
Irrelevant 		|05/10/2016			| Visa
Irrelevant 		|12/10/2016			| Cash
Irrelevant 		|10/12/2016			| Cash
Irrelevant 		|17/10/2016			| Visa
Irrelevant 		|17/10/2016			| Cash
Irrelevant 		|03/12/2016			| Cash
Irrelevant 		|15/11/2016			| Cash
Irrelevant 		|20/11/2016			| Cash
Irrelevant 		|12/10/2016			| Debit Mastercard
Irrelevant 		|03/10/2016			| Mastercard
Irrelevant 		|17/11/2016			| Mastercard
Irrelevant 		|29/11/2016			| Cash
Irrelevant 		|31/10/2016			| Mastercard
Irrelevant 		|11/10/2016			| In Store
Irrelevant 		|19/10/2016			| Mastercard
Irrelevant 		|11/10/2016			| In Store
Irrelevant 		|20/11/2016			| American Express
Irrelevant 		|14/10/2016			| Cash
Irrelevant 		|10/12/2016			| Debit Mastercard
Irrelevant 		|31/10/2016			| Paypal
Irrelevant 		|23/12/2016			| Paypal
Irrelevant 		|22/11/2016			| Cash
Irrelevant 		|26/10/2016			| Mastercard
Irrelevant 		|11/10/2016			| Visa
Irrelevant 		|01/12/2016			| Debit Visa
Irrelevant 		|18/11/2016			| Debit Visa
Irrelevant 		|15/12/2016			| Debit Visa
Irrelevant 		|08/10/2016			| Mastercard
Irrelevant 		|23/11/2016			| American Express
Irrelevant 		|06/11/2016			| Paypal
Irrelevant 		|31/10/2016			| Debit Visa
Irrelevant 		|05/10/2016			| Cash
Irrelevant 		|20/12/2016			| In Store
Irrelevant 		|16/11/2016			| Visa
Irrelevant 		|10/10/2016			| Paypal
Irrelevant 		|26/11/2016			| Debit Mastercard
Irrelevant 		|30/11/2016			| Cash
Irrelevant 		|08/12/2016			| Debit Visa
Irrelevant 		|15/10/2016			| Mastercard
Irrelevant 		|10/11/2016			| Visa
Irrelevant 		|11/12/2016			| Visa
Irrelevant 		|21/12/2016			| Visa
Irrelevant 		|23/10/2016			| Debit Visa
Irrelevant 		|17/10/2016			| Mastercard
Irrelevant 		|03/11/2016			| Visa
Irrelevant 		|12/10/2016			| Visa
Irrelevant 		|23/10/2016			| Visa
Irrelevant 		|18/10/2016			| Paypal
Irrelevant 		|15/12/2016			| American Express
Irrelevant 		|24/12/2016			| Cash
Irrelevant 		|15/12/2016			| American Express
Irrelevant 		|13/11/2016			| Mastercard
Irrelevant 		|15/12/2016			| Visa
Irrelevant 		|24/12/2016			| American Express
Irrelevant 		|30/10/2016			| Visa
Irrelevant 		|21/11/2016			| Debit Visa
Irrelevant 		|03/11/2016			| Mastercard
Irrelevant 		|27/11/2016			| Visa
Irrelevant 		|31/10/2016			| Mastercard
Irrelevant 		|02/10/2016			| Cash
Irrelevant 		|06/10/2016			| Paypal
Irrelevant 		|18/11/2016			| Mastercard
Irrelevant 		|15/10/2016			| Paypal
Irrelevant 		|20/11/2016			| Visa
Irrelevant 		|22/10/2016			| Cash
Irrelevant 		|22/11/2016			| Paypal
Irrelevant 		|11/11/2016			| Mastercard
Irrelevant 		|05/10/2016			| Cash
Irrelevant 		|15/10/2016			| Visa
Irrelevant 		|20/10/2016			| Visa
Irrelevant 		|19/12/2016			| Visa
Irrelevant 		|18/11/2016			| Cash
Irrelevant 		|04/12/2016			| In Store
Irrelevant 		|09/11/2016			| Cash
Irrelevant 		|25/11/2016			| Visa
Irrelevant 		|17/11/2016			| Cash
Irrelevant 		|29/11/2016			| Visa
Irrelevant 		|29/10/2016			| Mastercard
Irrelevant 		|22/10/2016			| Cash
Irrelevant 		|27/10/2016			| Cash
Irrelevant 		|03/12/2016			| Paypal
Irrelevant 		|02/10/2016			| Cash
Irrelevant 		|15/10/2016			| Visa
Irrelevant 		|18/12/2016			| Paypal
Irrelevant 		|16/10/2016			| Cash
Irrelevant 		|17/12/2016			| Cash
Irrelevant 		|16/10/2016			| Paypal
Irrelevant 		|09/11/2016			| Mastercard
Irrelevant 		|22/12/2016			| Visa
Irrelevant 		|06/10/2016			| Debit Visa
Irrelevant 		|04/12/2016			| Cash
Irrelevant 		|01/10/2016			| Mastercard
Irrelevant 		|28/11/2016			| Debit Visa
Irrelevant 		|14/11/2016			| In Store
Irrelevant 		|24/12/2016			| Visa
Irrelevant 		|07/12/2016			| Mastercard
Irrelevant 		|18/10/2016			| Visa
Irrelevant 		|30/10/2016			| In Store
Irrelevant 		|16/12/2016			| Mastercard
Irrelevant 		|16/11/2016			| Debit Visa
Irrelevant 		|03/11/2016			| In Store
Irrelevant 		|18/12/2016			| Visa
Irrelevant 		|03/10/2016			| Mastercard
Irrelevant 		|08/12/2016			| Debit Visa
Irrelevant 		|03/11/2016			| Visa
Irrelevant 		|22/11/2016			| In Store
Irrelevant 		|01/12/2016			| Visa
Irrelevant 		|18/11/2016			| Visa
Irrelevant 		|11/11/2016			| Cash
Irrelevant 		|04/12/2016			| Mastercard
Irrelevant 		|08/11/2016			| Visa
Irrelevant 		|22/12/2016			| Debit Visa
Irrelevant 		|20/12/2016			| Mastercard
Irrelevant 		|07/10/2016			| Mastercard
Irrelevant 		|02/11/2016			| Debit Visa
Irrelevant 		|09/10/2016			| Debit Mastercard
Irrelevant 		|03/12/2016			| Paypal
Irrelevant 		|01/10/2016			| Mastercard
Irrelevant 		|01/10/2016			| Visa
Irrelevant 		|17/11/2016			| Cash
Irrelevant 		|03/10/2016			| Debit Visa
Irrelevant 		|29/10/2016			| Mastercard
Irrelevant 		|10/11/2016			| Mastercard
Irrelevant 		|21/11/2016			| Visa
Irrelevant 		|01/12/2016			| In Store
Irrelevant 		|21/10/2016			| Cash
Irrelevant 		|01/12/2016			| Mastercard
Irrelevant 		|23/10/2016			| Cash
Irrelevant 		|12/12/2016			| Cash
Irrelevant 		|24/12/2016			| Mastercard
Irrelevant 		|20/12/2016			| Debit Visa
Irrelevant 		|17/11/2016			| Cash
Irrelevant 		|04/10/2016			| Mastercard
Irrelevant 		|12/11/2016			| Debit Mastercard
Irrelevant 		|11/12/2016			| Debit Visa
Irrelevant 		|13/12/2016			| Paypal
Irrelevant 		|07/12/2016			| Paypal
Irrelevant 		|31/10/2016			| Visa
Irrelevant 		|11/12/2016			| Cash
Irrelevant 		|29/10/2016			| Visa
Irrelevant 		|24/12/2016			| Cash
Irrelevant 		|12/12/2016			| Visa
Irrelevant 		|30/11/2016			| Debit Mastercard
Irrelevant 		|27/10/2016			| Cash
Irrelevant 		|17/11/2016			| Mastercard
Irrelevant 		|12/11/2016			| Visa
Irrelevant 		|11/10/2016			| Mastercard
Irrelevant 		|13/10/2016			| Mastercard
Irrelevant 		|20/11/2016			| Cash
Irrelevant 		|07/10/2016			| Cash
Irrelevant 		|08/11/2016			| Debit Visa
Irrelevant 		|31/10/2016			| Cash
Irrelevant 		|18/11/2016			| Cash
Irrelevant 		|12/10/2016			| Debit Visa
Irrelevant 		|12/11/2016			| Debit Mastercard
Irrelevant 		|19/12/2016			| Mastercard
Irrelevant 		|12/11/2016			| Paypal
Irrelevant 		|13/11/2016			| Debit Visa
Irrelevant 		|08/10/2016			| Visa
Irrelevant 		|21/12/2016			| Debit Mastercard
Irrelevant 		|31/10/2016			| Paypal
Irrelevant 		|07/10/2016			| Paypal
Irrelevant 		|06/11/2016			| Mastercard
Irrelevant 		|27/11/2016			| Debit Visa
Irrelevant 		|03/10/2016			| Mastercard
Irrelevant 		|15/11/2016			| Mastercard
Irrelevant 		|26/11/2016			| Debit Mastercard
Irrelevant 		|26/10/2016			| Debit Mastercard
Irrelevant 		|16/12/2016			| Cash
Irrelevant 		|06/10/2016			| Visa
Irrelevant 		|19/11/2016			| Debit Mastercard
Irrelevant 		|03/10/2016			| Visa
Irrelevant 		|14/12/2016			| Visa
Irrelevant 		|15/12/2016			| Mastercard
Irrelevant 		|14/10/2016			| Cash
Irrelevant 		|20/10/2016			| Debit Mastercard
Irrelevant 		|03/10/2016			| Debit Mastercard
Irrelevant 		|17/10/2016			| Debit Mastercard
Irrelevant 		|09/10/2016			| Visa
Irrelevant 		|30/10/2016			| Paypal
Irrelevant 		|04/12/2016			| Cash
Irrelevant 		|07/10/2016			| Paypal
Irrelevant 		|01/11/2016			| Mastercard
Irrelevant 		|08/10/2016			| Cash
Irrelevant 		|10/10/2016			| Cash
Irrelevant 		|14/12/2016			| Visa
Irrelevant 		|08/11/2016			| Visa
Irrelevant 		|15/11/2016			| Visa
Irrelevant 		|10/12/2016			| Mastercard
Irrelevant 		|03/12/2016			| Cash
Irrelevant 		|14/10/2016			| Mastercard
Irrelevant 		|20/11/2016			| Cash
Irrelevant 		|12/12/2016			| Debit Mastercard
Irrelevant 		|22/11/2016			| Mastercard
Irrelevant 		|30/11/2016			| Debit Visa
Irrelevant 		|08/12/2016			| Visa
Irrelevant 		|28/10/2016			| Debit Mastercard
Irrelevant 		|23/10/2016			| Mastercard
Irrelevant 		|27/11/2016			| Cash
Irrelevant 		|14/11/2016			| Visa
Irrelevant 		|21/11/2016			| Mastercard
Irrelevant 		|11/12/2016			| Debit Mastercard
Irrelevant 		|22/12/2016			| Debit Visa
Irrelevant 		|24/10/2016			| Mastercard
Irrelevant 		|19/11/2016			| Mastercard
Irrelevant 		|06/10/2016			| Visa
Irrelevant 		|17/11/2016			| Visa
Irrelevant 		|23/11/2016			| Paypal
Irrelevant 		|18/10/2016			| Mastercard
Irrelevant 		|01/12/2016			| Debit Mastercard
Irrelevant 		|17/11/2016			| Debit Visa
Irrelevant 		|02/12/2016			| Paypal
Irrelevant 		|08/11/2016			| Mastercard
Irrelevant 		|06/12/2016			| Debit Visa
Irrelevant 		|11/12/2016			| Paypal
Irrelevant 		|15/12/2016			| Debit Visa
Irrelevant 		|16/11/2016			| Paypal
Irrelevant 		|07/10/2016			| Cash
Irrelevant 		|08/12/2016			| Debit Visa
Irrelevant 		|11/11/2016			| In Store
Irrelevant 		|03/12/2016			| American Express
Irrelevant 		|29/10/2016			| Cash
Irrelevant 		|12/12/2016			| Paypal
Irrelevant 		|26/10/2016			| Mastercard
Irrelevant 		|12/11/2016			| Paypal
Irrelevant 		|14/11/2016			| American Express
Irrelevant 		|04/10/2016			| Debit Mastercard
Irrelevant 		|17/11/2016			| Debit Mastercard
Irrelevant 		|15/10/2016			| Mastercard
Irrelevant 		|19/11/2016			| Cash
Irrelevant 		|19/12/2016			| Visa
Irrelevant 		|20/12/2016			| Debit Visa
Irrelevant 		|05/10/2016			| Visa
Irrelevant 		|17/12/2016			| In Store
Irrelevant 		|22/12/2016			| Debit Visa
Irrelevant 		|12/11/2016			| Cash
Irrelevant 		|08/12/2016			| In Store
Irrelevant 		|18/10/2016			| Mastercard
Irrelevant 		|19/12/2016			| Visa
Irrelevant 		|06/12/2016			| Mastercard
Irrelevant 		|07/11/2016			| Visa
Irrelevant 		|23/11/2016			| Mastercard
Irrelevant 		|21/11/2016			| Cash
Irrelevant 		|13/10/2016			| Debit Visa
Irrelevant 		|19/10/2016			| Cash
Irrelevant 		|07/11/2016			| Paypal
Irrelevant 		|10/11/2016			| Mastercard
Irrelevant 		|08/11/2016			| Cash
Irrelevant 		|29/11/2016			| Visa
Irrelevant 		|16/12/2016			| Debit Visa
Irrelevant 		|23/12/2016			| Visa
Irrelevant 		|23/10/2016			| Cash
Irrelevant 		|22/10/2016			| Paypal
Irrelevant 		|29/10/2016			| American Express
Irrelevant 		|08/10/2016			| Debit Visa
Irrelevant 		|27/10/2016			| In Store
Irrelevant 		|29/11/2016			| Cash
Irrelevant 		|29/11/2016			| Cash
Irrelevant 		|19/10/2016			| Cash
Irrelevant 		|17/12/2016			| Mastercard
Irrelevant 		|04/10/2016			| Mastercard
Irrelevant 		|19/11/2016			| Paypal
Irrelevant 		|24/10/2016			| Visa
Irrelevant 		|27/10/2016			| Visa
Irrelevant 		|15/12/2016			| Visa
Irrelevant 		|15/11/2016			| In Store
Irrelevant 		|26/10/2016			| Cash
Irrelevant 		|02/12/2016			| Visa
Irrelevant 		|05/10/2016			| Debit Visa
Irrelevant 		|29/11/2016			| Mastercard
Irrelevant 		|05/12/2016			| In Store
Irrelevant 		|05/12/2016			| American Express
Irrelevant 		|12/12/2016			| Paypal
Irrelevant 		|24/10/2016			| Visa
Irrelevant 		|04/10/2016			| Debit Visa
Irrelevant 		|05/12/2016			| Debit Visa
Irrelevant 		|17/11/2016			| Debit Visa
Irrelevant 		|17/11/2016			| In Store
Irrelevant 		|26/10/2016			| Mastercard
Irrelevant 		|17/10/2016			| Cash
Irrelevant 		|25/11/2016			| Debit Visa
Irrelevant 		|10/10/2016			| Debit Visa
Irrelevant 		|03/10/2016			| Visa
Irrelevant 		|15/12/2016			| Visa
Irrelevant 		|14/11/2016			| Debit Visa
Irrelevant 		|05/12/2016			| Cash
Irrelevant 		|11/11/2016			| Debit Mastercard
Irrelevant 		|03/11/2016			| Debit Mastercard
Irrelevant 		|10/12/2016			| Mastercard
Irrelevant 		|25/11/2016			| Mastercard
Irrelevant 		|13/12/2016			| Visa
Irrelevant 		|24/11/2016			| Paypal
Irrelevant 		|18/12/2016			| Cash
Irrelevant 		|10/11/2016			| Mastercard
Irrelevant 		|12/12/2016			| Debit Mastercard
Irrelevant 		|30/11/2016			| Debit Visa
Irrelevant 		|08/10/2016			| Cash
Irrelevant 		|19/12/2016			| Paypal
Irrelevant 		|09/12/2016			| Cash
Irrelevant 		|01/10/2016			| Debit Visa
Irrelevant 		|04/11/2016			| In Store
Irrelevant 		|27/11/2016			| Debit Mastercard
Irrelevant 		|01/12/2016			| Visa
Irrelevant 		|19/12/2016			| Cash
Irrelevant 		|19/12/2016			| Paypal
Irrelevant 		|26/10/2016			| Visa
Irrelevant 		|26/11/2016			| Debit Visa
Irrelevant 		|03/11/2016			| Visa
Irrelevant 		|17/10/2016			| Paypal
Irrelevant 		|14/12/2016			| Mastercard
Irrelevant 		|08/11/2016			| Visa
Irrelevant 		|18/10/2016			| Paypal
Irrelevant 		|03/12/2016			| Debit Mastercard
Irrelevant 		|12/11/2016			| Paypal
Irrelevant 		|24/11/2016			| Visa
Irrelevant 		|07/12/2016			| Mastercard
Irrelevant 		|05/12/2016			| Debit Visa
Irrelevant 		|11/11/2016			| Debit Mastercard
Irrelevant 		|04/11/2016			| American Express
Irrelevant 		|11/11/2016			| Mastercard
Irrelevant 		|09/11/2016			| Mastercard
Irrelevant 		|29/10/2016			| Paypal
Irrelevant 		|23/12/2016			| Visa
Irrelevant 		|11/11/2016			| Debit Mastercard
Irrelevant 		|16/11/2016			| Visa
Irrelevant 		|29/10/2016			| Debit Visa
Irrelevant 		|20/10/2016			| Cash
Irrelevant 		|27/10/2016			| Visa
Irrelevant 		|05/10/2016			| Visa
Irrelevant 		|26/11/2016			| In Store
Irrelevant 		|03/11/2016			| Mastercard
Irrelevant 		|14/12/2016			| Mastercard
Irrelevant 		|31/10/2016			| Cash
Irrelevant 		|24/10/2016			| Paypal
Irrelevant 		|18/11/2016			| Debit Visa
Irrelevant 		|20/10/2016			| Debit Visa
Irrelevant 		|23/11/2016			| Paypal
Irrelevant 		|07/10/2016			| Debit Mastercard
Irrelevant 		|20/11/2016			| Debit Mastercard
Irrelevant 		|05/12/2016			| Cash
Irrelevant 		|22/11/2016			| Visa
Irrelevant 		|30/10/2016			| Visa
Irrelevant 		|16/11/2016			| Cash
Irrelevant 		|15/12/2016			| Cash
Irrelevant 		|19/12/2016			| Visa
Irrelevant 		|28/10/2016			| In Store
Irrelevant 		|19/11/2016			| Mastercard
Irrelevant 		|08/12/2016			| American Express
Irrelevant 		|15/12/2016			| In Store
Irrelevant 		|22/10/2016			| Visa
Irrelevant 		|19/10/2016			| Cash
Irrelevant 		|31/10/2016			| Visa
Irrelevant 		|19/11/2016			| In Store
Irrelevant 		|20/10/2016			| Debit Visa
Irrelevant 		|15/11/2016			| Cash
Irrelevant 		|02/10/2016			| Cash
Irrelevant 		|30/11/2016			| Debit Visa
Irrelevant 		|23/12/2016			| Cash
Irrelevant 		|17/10/2016			| Cash
Irrelevant 		|18/12/2016			| Visa
Irrelevant 		|01/12/2016			| Paypal
Irrelevant 		|08/10/2016			| Cash
Irrelevant 		|30/10/2016			| Debit Mastercard
Irrelevant 		|01/12/2016			| Mastercard
Irrelevant 		|20/11/2016			| Paypal
Irrelevant 		|18/11/2016			| Paypal
Irrelevant 		|06/12/2016			| Visa
Irrelevant 		|09/12/2016			| Mastercard
Irrelevant 		|02/12/2016			| Visa
Irrelevant 		|03/11/2016			| Visa
Irrelevant 		|03/11/2016			| Visa
Irrelevant 		|08/11/2016			| Mastercard
Irrelevant 		|19/10/2016			| Debit Visa
Irrelevant 		|15/12/2016			| American Express
Irrelevant 		|17/10/2016			| Debit Mastercard
Irrelevant 		|16/12/2016			| Debit Mastercard
Irrelevant 		|21/12/2016			| Mastercard
Irrelevant 		|10/12/2016			| Visa
Irrelevant 		|12/10/2016			| Visa
Irrelevant 		|20/11/2016			| Visa
Irrelevant 		|01/11/2016			| Cash
Irrelevant 		|09/11/2016			| Mastercard
Irrelevant 		|20/12/2016			| In Store
Irrelevant 		|07/12/2016			| Debit Visa
Irrelevant 		|27/11/2016			| Mastercard
Irrelevant 		|21/12/2016			| Visa
Irrelevant 		|19/12/2016			| Cash
Irrelevant 		|23/10/2016			| Cash
Irrelevant 		|04/12/2016			| Paypal
Irrelevant 		|05/11/2016			| Visa
Irrelevant 		|06/10/2016			| Debit Mastercard
Irrelevant 		|08/11/2016			| American Express
Irrelevant 		|02/10/2016			| In Store
Irrelevant 		|10/11/2016			| Visa
Irrelevant 		|05/11/2016			| Mastercard
Irrelevant 		|26/11/2016			| In Store
Irrelevant 		|24/11/2016			| Debit Mastercard
Irrelevant 		|24/10/2016			| Cash
Irrelevant 		|08/11/2016			| Mastercard
Irrelevant 		|22/12/2016			| Visa
Irrelevant 		|08/11/2016			| Visa
Irrelevant 		|17/12/2016			| Mastercard
Irrelevant 		|05/10/2016			| Debit Visa
Irrelevant 		|10/12/2016			| Visa
Irrelevant 		|11/12/2016			| Visa
Irrelevant 		|09/11/2016			| Debit Mastercard
Irrelevant 		|19/12/2016			| Paypal
Irrelevant 		|30/11/2016			| Paypal
Irrelevant 		|21/10/2016			| Cash
Irrelevant 		|19/12/2016			| Debit Visa
Irrelevant 		|31/10/2016			| In Store
Irrelevant 		|03/11/2016			| Debit Visa
Irrelevant 		|06/10/2016			| Mastercard
Irrelevant 		|23/11/2016			| Visa
Irrelevant 		|09/12/2016			| Debit Visa
Irrelevant 		|07/10/2016			| Cash
Irrelevant 		|11/12/2016			| Mastercard
Irrelevant 		|16/12/2016			| Debit Visa
Irrelevant 		|28/11/2016			| Debit Visa
Irrelevant 		|14/11/2016			| Cash
Irrelevant 		|23/10/2016			| Cash
Irrelevant 		|08/12/2016			| Paypal
Irrelevant 		|16/10/2016			| Cash
Irrelevant 		|06/10/2016			| American Express
Irrelevant 		|09/11/2016			| Mastercard
Irrelevant 		|05/11/2016			| Paypal
Irrelevant 		|18/10/2016			| Cash
Irrelevant 		|05/10/2016			| Visa
Irrelevant 		|18/12/2016			| Cash
Irrelevant 		|01/12/2016			| Mastercard
Irrelevant 		|24/10/2016			| Mastercard
Irrelevant 		|29/10/2016			| Mastercard
Irrelevant 		|10/10/2016			| Cash
Irrelevant 		|20/11/2016			| Debit Mastercard
Irrelevant 		|03/11/2016			| Debit Visa
Irrelevant 		|13/10/2016			| In Store
Irrelevant 		|26/11/2016			| Paypal
Irrelevant 		|09/12/2016			| In Store
Irrelevant 		|28/11/2016			| Cash
Irrelevant 		|11/11/2016			| Mastercard
Irrelevant 		|14/10/2016			| Visa
Irrelevant 		|09/11/2016			| Cash
Irrelevant 		|30/11/2016			| Visa
Irrelevant 		|06/12/2016			| Debit Visa
Irrelevant 		|26/11/2016			| Paypal
Irrelevant 		|06/10/2016			| Visa
Irrelevant 		|15/11/2016			| Cash
Irrelevant 		|01/10/2016			| Cash
Irrelevant 		|11/10/2016			| In Store
Irrelevant 		|06/10/2016			| Mastercard
Irrelevant 		|08/10/2016			| Debit Visa
Irrelevant 		|03/10/2016			| Cash
Irrelevant 		|24/12/2016			| American Express
Irrelevant 		|31/10/2016			| Visa
Irrelevant 		|10/12/2016			| Cash
Irrelevant 		|11/12/2016			| American Express
Irrelevant 		|20/12/2016			| Debit Mastercard
Irrelevant 		|02/10/2016			| Visa
Irrelevant 		|24/11/2016			| Debit Visa
Irrelevant 		|05/11/2016			| Visa
Irrelevant 		|28/10/2016			| In Store
Irrelevant 		|01/11/2016			| Cash
Irrelevant 		|09/11/2016			| Visa
Irrelevant 		|25/10/2016			| Cash
Irrelevant 		|19/12/2016			| In Store
Irrelevant 		|02/12/2016			| Debit Mastercard
Irrelevant 		|06/10/2016			| American Express
Irrelevant 		|27/10/2016			| Mastercard
Irrelevant 		|03/10/2016			| Paypal
Irrelevant 		|21/12/2016			| Mastercard
Irrelevant 		|06/12/2016			| Mastercard
Irrelevant 		|11/11/2016			| Debit Mastercard
Irrelevant 		|09/11/2016			| Mastercard
Irrelevant 		|19/11/2016			| Cash
Irrelevant 		|13/10/2016			| Cash
Irrelevant 		|01/10/2016			| Cash
Irrelevant 		|13/10/2016			| Paypal
Irrelevant 		|18/12/2016			| In Store
Irrelevant 		|04/12/2016			| Visa
Irrelevant 		|15/12/2016			| American Express
Irrelevant 		|29/10/2016			| Cash
Irrelevant 		|06/10/2016			| In Store
Irrelevant 		|12/11/2016			| Mastercard
Irrelevant 		|24/10/2016			| Visa
Irrelevant 		|26/10/2016			| Paypal
Irrelevant 		|31/10/2016			| In Store
Irrelevant 		|18/10/2016			| Visa
Irrelevant 		|23/10/2016			| Debit Visa
Irrelevant 		|30/11/2016			| Cash
Irrelevant 		|23/12/2016			| Debit Mastercard
Irrelevant 		|13/10/2016			| Visa
Irrelevant 		|04/10/2016			| Mastercard
Irrelevant 		|01/11/2016			| Visa
Irrelevant 		|11/12/2016			| Visa
